id,name,address,suburb,postcode,section_id,category,priority,status,phone,website,lat,lng,notes,visit_notes,source,rating,place_id,updated_at,google_maps_url
15dcc8b7b1a32e4d,Aegean Foods,VIC,,,north,deli,medium,prospect,+61 3 9478 5243,,-37.7387812,145.0013741,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:57.857786+00:00,https://www.google.com/maps/search/?api=1&query=Aegean+Foods+VIC+Melbourne
0dcd26095163359e,Athina's Deli,28 The Centreway Preston VIC 3072,Preston,3072,north,deli,medium,prospect,,,-37.7387952,145.0015213,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:54.397848+00:00,https://www.google.com/maps/search/?api=1&query=Athina%27s+Deli+28+The+Centreway+Preston+VIC+3072+Melbourne
6ed2ec7e35ddec7b,Bippi Foods,1 Wangim Way Coburg North VIC 3058,Coburg North,3058,north,deli,medium,prospect,,https://www.bippifoods.com/,-37.7260193,144.9717358,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:12.562852+00:00,https://www.google.com/maps/search/?api=1&query=Bippi+Foods+1+Wangim+Way+Coburg+North+VIC+3058+Melbourne
b077fac41a82a55d,Biviano and Sons,98-100 Station Street Fairfield VIC 3078,Fairfield,3078,north,greengrocer,medium,prospect,+61 3 9489 0087,https://www.bivianoandsons.com.au/,-37.7778038,145.0181267,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:57.959489+00:00,https://www.google.com/maps/search/?api=1&query=Biviano+and+Sons+98-100+Station+Street+Fairfield+VIC+3078+Melbourne
a68d9cc39ca5c989,Bologna Smallgoods,VIC,,,north,deli,medium,prospect,,,-37.7169188,145.0060366,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:24.066830+00:00,https://www.google.com/maps/search/?api=1&query=Bologna+Smallgoods+VIC+Melbourne
8a43e0974e043fa1,Brunswick Kitchen,288 Albert Street VIC,,,north,deli,medium,prospect,+61 422 778 442,https://www.brunswickkitchen.com.au/,-37.7688585,144.9608445,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:05.537230+00:00,https://www.google.com/maps/search/?api=1&query=Brunswick+Kitchen+288+Albert+Street+VIC+Melbourne
7ef73dd931b56dc8,Brunswick Market,VIC,,,north,greengrocer,medium,prospect,,,-37.7435461,144.9657496,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:54.200285+00:00,https://www.google.com/maps/search/?api=1&query=Brunswick+Market+VIC+Melbourne
bc65ef65e0fe79bc,Bundoora Fine Fruits,VIC,,,north,greengrocer,medium,prospect,,,-37.6966312,145.0584882,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:01.919009+00:00,https://www.google.com/maps/search/?api=1&query=Bundoora+Fine+Fruits+VIC+Melbourne
707937d9ecb5e1f0,C & H Fruit and Vegetables,The Centreway Preston VIC 3072,Preston,3072,north,greengrocer,medium,prospect,,,-37.7390622,145.0029818,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:58.779326+00:00,https://www.google.com/maps/search/?api=1&query=C+%26+H+Fruit+and+Vegetables+The+Centreway+Preston+VIC+3072+Melbourne
151f338791f1a1a5,CERES Fair Food / organic retail,"Corner Roberts & Stewart Streets, Brunswick East VIC 3057",Brunswick East,3057,north,organic / community,medium,prospect,,https://ceres.org.au,-37.7655,144.9805,Organic / ethical retail environment,,seed,,,2026-09-17T13:41:19.608502+00:00,https://www.google.com/maps/search/?api=1&query=CERES+Fair+Food+%2F+organic+retail+Corner+Roberts+%26+Stewart+Streets%2C+Brunswick+East+VIC+3057+Melbourne
