id,name,address,suburb,postcode,section_id,category,priority,status,phone,website,lat,lng,notes,visit_notes,source,rating,place_id,updated_at,google_maps_url
c0fb4151c2e563cb,Ahmed Supermarket,VIC,,,inner-melbourne,deli,medium,prospect,,,-38.1119729,145.2827292,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:59.621112+00:00,https://www.google.com/maps/search/?api=1&query=Ahmed+Supermarket+VIC+Melbourne
a0deb9a537e27fd7,Al-Nahrain (Fruit and Nuts),VIC,,,inner-melbourne,deli,medium,prospect,,,-37.6667738,144.947917,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:08.417353+00:00,https://www.google.com/maps/search/?api=1&query=Al-Nahrain+%28Fruit+and+Nuts%29+VIC+Melbourne
9abf34d87d5c5f5a,Albert Park Deli,VIC,,,inner-melbourne,deli,medium,prospect,,,-37.8414732,144.9541166,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:25.334122+00:00,https://www.google.com/maps/search/?api=1&query=Albert+Park+Deli+VIC+Melbourne
bbe7aaaf68509a6b,Alka Polish Deli,VIC,,,inner-melbourne,deli,medium,prospect,+61 414 380 495,,-37.8327228,144.9564065,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:06.143074+00:00,https://www.google.com/maps/search/?api=1&query=Alka+Polish+Deli+VIC+Melbourne
0757615aeba22b45,Amma Spices & Foods - Indian Grocery,VIC,,,inner-melbourne,deli,medium,prospect,,,-38.1116103,145.2828198,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:59.720489+00:00,https://www.google.com/maps/search/?api=1&query=Amma+Spices+%26+Foods+-+Indian+Grocery+VIC+Melbourne
5b12f58b12e5720b,Basile's Fruit Market,VIC,,,inner-melbourne,greengrocer,medium,prospect,,,-37.6731324,145.0161593,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:21.077943+00:00,https://www.google.com/maps/search/?api=1&query=Basile%27s+Fruit+Market+VIC+Melbourne
66d2069a5d2180d1,Berwick Fresh,VIC,,,inner-melbourne,greengrocer,medium,prospect,,,-38.0313879,145.3448538,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:52.664379+00:00,https://www.google.com/maps/search/?api=1&query=Berwick+Fresh+VIC+Melbourne
9b77f7ce2ecc36f1,Big Vic Deli,VIC,,,inner-melbourne,deli,medium,prospect,,,-37.8067233,144.958996,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:17.963455+00:00,https://www.google.com/maps/search/?api=1&query=Big+Vic+Deli+VIC+Melbourne
ae9b05f1870f66ac,Bill's Farm,VIC,,,inner-melbourne,deli,medium,prospect,,,-37.8068447,144.9590019,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:17.713214+00:00,https://www.google.com/maps/search/?api=1&query=Bill%27s+Farm+VIC+Melbourne
b50694c4f3ff14f4,Bill's Orchard Gate,VIC,,,inner-melbourne,greengrocer,medium,prospect,,,-37.9654732,145.3052183,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:08.045993+00:00,https://www.google.com/maps/search/?api=1&query=Bill%27s+Orchard+Gate+VIC+Melbourne
35a80b52e8292c74,Bodi Choice,VIC,,,inner-melbourne,health food,medium,prospect,,,-37.7190475,145.1394123,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:14.806148+00:00,https://www.google.com/maps/search/?api=1&query=Bodi+Choice+VIC+Melbourne
8584a7c8f4c552e0,Bushman Deli (Bushman Meats),8 The Gateway Berwick VIC 3806,Berwick,3806,inner-melbourne,deli,medium,prospect,,https://bushmanmeats.com.au/,-38.0225567,145.3210752,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:22.923072+00:00,https://www.google.com/maps/search/?api=1&query=Bushman+Deli+%28Bushman+Meats%29+8+The+Gateway+Berwick+VIC+3806+Melbourne
5b7630a5667cbebe,Cake Point & Spices,VIC,,,inner-melbourne,deli,medium,prospect,,,-38.0324419,145.2662553,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:00.461141+00:00,https://www.google.com/maps/search/?api=1&query=Cake+Point+%26+Spices+VIC+Melbourne
de34d1a8ed5c6841,Cantina della Casa,13 Gertrude Street VIC,,,inner-melbourne,deli,medium,prospect,+61 3 9090 7870,,-37.805373,144.974876,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:53.372523+00:00,https://www.google.com/maps/search/?api=1&query=Cantina+della+Casa+13+Gertrude+Street+VIC+Melbourne
ef01debaf3d78188,Carlton Farmers Market,VIC,,,inner-melbourne,marketplace,medium,prospect,,https://mfm.com.au/,-37.7907829,144.9729614,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:04.511391+00:00,https://www.google.com/maps/search/?api=1&query=Carlton+Farmers+Market+VIC+Melbourne
0a75541553b1dce2,Casa Iberica,"25 Johnston Street, Fitzroy VIC 3065",Fitzroy,3065,inner-melbourne,specialty / gourmet,medium,prospect,,,-37.7988,144.9788,Spanish/Portuguese specialty foods,,seed,,,2026-09-17T13:41:17.867294+00:00,https://www.google.com/maps/search/?api=1&query=Casa+Iberica+25+Johnston+Street%2C+Fitzroy+VIC+3065+Melbourne
bd5c202b2161b0fa,Costco,VIC,,,inner-melbourne,wholesale,medium,prospect,,https://www.costco.com.au,-37.6567468,145.0137431,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:24.261397+00:00,https://www.google.com/maps/search/?api=1&query=Costco+VIC+Melbourne
1552b2c6290e5d1f,Cranbourne Park Fresh,VIC,,,inner-melbourne,greengrocer,medium,prospect,,,-38.1104693,145.2820081,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:59.302141+00:00,https://www.google.com/maps/search/?api=1&query=Cranbourne+Park+Fresh+VIC+Melbourne
2dbd7fc7756ce12a,D.O.C Delicatessen,330 Lygon Street VIC,,,inner-melbourne,deli,medium,prospect,+61 3 9347 8482,https://docgroup.net/,-37.7992542,144.9673835,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:06.381748+00:00,https://www.google.com/maps/search/?api=1&query=D.O.C+Delicatessen+330+Lygon+Street+VIC+Melbourne
3f39a520c6db2a52,Dandy Mart,VIC,,,inner-melbourne,greengrocer,medium,prospect,,,-38.0331315,145.2651196,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:00.215769+00:00,https://www.google.com/maps/search/?api=1&query=Dandy+Mart+VIC+Melbourne
69f9b4b869af4adb,Deli Now,VIC,,,inner-melbourne,deli,medium,prospect,,,-37.7654042,145.0921537,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:21.616414+00:00,https://www.google.com/maps/search/?api=1&query=Deli+Now+VIC+Melbourne
800e03194ae8c457,Delizioso Delicatessen,VIC,,,inner-melbourne,deli,medium,prospect,,https://deliziosodelicatessen.com.au/,-38.0378677,145.3419799,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:20.160293+00:00,https://www.google.com/maps/search/?api=1&query=Delizioso+Delicatessen+VIC+Melbourne
493ba13705f39e1c,Di Pietro's,1-11 Chute Street Diamond Creek VIC 3089,Diamond Creek,3089,inner-melbourne,deli,medium,prospect,,,-37.6724444,145.1512818,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:08.263277+00:00,https://www.google.com/maps/search/?api=1&query=Di+Pietro%27s+1-11+Chute+Street+Diamond+Creek+VIC+3089+Melbourne
44606d3573d941e2,Diannes Delights,VIC,,,inner-melbourne,deli,medium,prospect,,,-37.8071226,144.9591894,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:16.733852+00:00,https://www.google.com/maps/search/?api=1&query=Diannes+Delights+VIC+Melbourne
c69189bf6208afd9,Eliza Health Food & Gifts,89 Mount Eliza Way Mount Eliza VIC 3930,Mount Eliza,3930,inner-melbourne,health food,medium,prospect,+61 3 9775 2611,https://www.elizahealthfood.com.au/,-38.184952,145.0895034,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:06.516000+00:00,https://www.google.com/maps/search/?api=1&query=Eliza+Health+Food+%26+Gifts+89+Mount+Eliza+Way+Mount+Eliza+VIC+3930+Melbourne
62a6cd0ab180e624,Eltham Deli,VIC,,,inner-melbourne,deli,medium,prospect,,,-37.7147326,145.1485919,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:13.491328+00:00,https://www.google.com/maps/search/?api=1&query=Eltham+Deli+VIC+Melbourne
ff7a68a3cc624470,Emerald Deli,VIC,,,inner-melbourne,deli,medium,prospect,+61 3 9690 5783,https://www.emeraldhilldeli.com.au,-37.8320652,144.9561144,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:05.493939+00:00,https://www.google.com/maps/search/?api=1&query=Emerald+Deli+VIC+Melbourne
4f7c2fdcd246f6a2,Enoteca Sileno,920 Lygon Street VIC,,,inner-melbourne,deli,medium,prospect,+61 3 9389 7000,https://www.enoteca.com.au/,-37.7841673,144.9700853,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:50.766934+00:00,https://www.google.com/maps/search/?api=1&query=Enoteca+Sileno+920+Lygon+Street+VIC+Melbourne
5d59b7c89a415e25,Fair Treasures,69 Station Street Ferntree Gully VIC 3156,Ferntree Gully,3156,inner-melbourne,marketplace,medium,prospect,,,-37.8834485,145.2951445,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:25.696162+00:00,https://www.google.com/maps/search/?api=1&query=Fair+Treasures+69+Station+Street+Ferntree+Gully+VIC+3156+Melbourne
f58b36f0b6eb5628,Farmers' Market Old Cheese Factory,34 Homestead Road VIC 3806,,3806,inner-melbourne,marketplace,medium,prospect,,,-38.0544044,145.33291,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:53.039299+00:00,https://www.google.com/maps/search/?api=1&query=Farmers%27+Market+Old+Cheese+Factory+34+Homestead+Road+VIC+3806+Melbourne
12d77368dca79d5d,Fine Fruits of Eltham,VIC,,,inner-melbourne,greengrocer,medium,prospect,,,-37.7148778,145.1485319,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:13.564656+00:00,https://www.google.com/maps/search/?api=1&query=Fine+Fruits+of+Eltham+VIC+Melbourne
e78a272fb1c14e25,Fitzroy Market,75 Rose Street Fitzroy VIC 3065,Fitzroy,3065,inner-melbourne,marketplace,medium,prospect,+61 414 896 198,https://www.fitzroymarket.com/,-37.7956908,144.9781207,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:20.589688+00:00,https://www.google.com/maps/search/?api=1&query=Fitzroy+Market+75+Rose+Street+Fitzroy+VIC+3065+Melbourne
dcab86c1e733f8b7,Fontana Brothers,VIC,,,inner-melbourne,greengrocer,medium,prospect,,,-37.8063,144.9571019,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:15.569488+00:00,https://www.google.com/maps/search/?api=1&query=Fontana+Brothers+VIC+Melbourne
7ceb0f45291ab005,Food Trucks,VIC,,,inner-melbourne,marketplace,medium,prospect,,,-38.0320894,145.3052082,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:26.475332+00:00,https://www.google.com/maps/search/?api=1&query=Food+Trucks+VIC+Melbourne
1b5d3ec2a69bb0b3,Fowlers Vacola,19-25 Racecourse Road North Melbourne VIC 3051,North Melbourne,3051,inner-melbourne,wholesale,medium,prospect,,,-37.7897029,144.941177,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:26.065709+00:00,https://www.google.com/maps/search/?api=1&query=Fowlers+Vacola+19-25+Racecourse+Road+North+Melbourne+VIC+3051+Melbourne
06bafb4408d07293,Fruits On Coventry,VIC,,,inner-melbourne,greengrocer,medium,prospect,+61 3 9696 0345,,-37.8326262,144.9569204,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:02.923870+00:00,https://www.google.com/maps/search/?api=1&query=Fruits+On+Coventry+VIC+Melbourne
c81154e043b934e4,Gasworks Farmers' Market,VIC,,,inner-melbourne,marketplace,medium,prospect,,https://gasworks.org.au/whats-on/gasworks-famers-market/,-37.8427283,144.946378,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:20.663096+00:00,https://www.google.com/maps/search/?api=1&query=Gasworks+Farmers%27+Market+VIC+Melbourne
52cc0a466363c841,Georgie’s Harvest,VIC,,,inner-melbourne,greengrocer,medium,prospect,+61 409 397 051,,-37.8325627,144.9571457,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:03.060892+00:00,https://www.google.com/maps/search/?api=1&query=Georgie%E2%80%99s+Harvest+VIC+Melbourne
c806a3f62fcb8375,Gewurshaus,VIC,,,inner-melbourne,organic spices,medium,prospect,,,-37.8070893,144.9591136,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:17.012243+00:00,https://www.google.com/maps/search/?api=1&query=Gewurshaus+VIC+Melbourne
9945d9ba8f795cf5,Gewürzhaus,Multiple Melbourne locations (check current stores),Melbourne,3000,inner-melbourne,spice shop,medium,prospect,,https://www.gewurzhaus.com.au,-37.8136,144.9631,Dedicated premium spice retailer — competitor awareness + wholesale angles,,seed,,,2026-09-17T13:38:26.491515+00:00,https://www.google.com/maps/search/?api=1&query=Gew%C3%BCrzhaus+Multiple+Melbourne+locations+%28check+current+stores%29+Melbourne
9e6e896e7460f4c0,Gewürzhaus,VIC,,,inner-melbourne,spices,medium,prospect,+61 3 9682 4486,https://gewurzhaus.com.au/,-37.8326199,144.9559978,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:04.065103+00:00,https://www.google.com/maps/search/?api=1&query=Gew%C3%BCrzhaus+VIC+Melbourne
0a31d3f9707ea397,Gewürzhaus,VIC,,,inner-melbourne,spices,medium,prospect,,https://gewurzhaus.com.au/,-37.8157916,144.9646101,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:11.332780+00:00,https://www.google.com/maps/search/?api=1&query=Gew%C3%BCrzhaus+VIC+Melbourne
6379cf9d2cf9c00d,Gewürzhaus,342 Lygon Street Carlton VIC 3053,Carlton,3053,inner-melbourne,spices,medium,prospect,,https://gewurzhaus.com.au/,-37.7990329,144.9675008,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:25.108991+00:00,https://www.google.com/maps/search/?api=1&query=Gew%C3%BCrzhaus+342+Lygon+Street+Carlton+VIC+3053+Melbourne
3456594e4cc4653f,Gewürzhaus Melbourne Central,"Melbourne Central, Melbourne VIC 3000",Melbourne,3000,inner-melbourne,spice shop,medium,prospect,,https://www.gewurzhaus.com.au,-37.8105,144.9628,Premium spice retailer — map all branches when visiting CBD,,seed,,,2026-09-17T13:41:18.268289+00:00,https://www.google.com/maps/search/?api=1&query=Gew%C3%BCrzhaus+Melbourne+Central+Melbourne+Central%2C+Melbourne+VIC+3000+Melbourne
f1e82832624e8550,Good Food Emporium,VIC,,,inner-melbourne,health food,medium,prospect,,,-38.0240552,145.3089461,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:15.112811+00:00,https://www.google.com/maps/search/?api=1&query=Good+Food+Emporium+VIC+Melbourne
f8c181abebf15b62,Gradi Mercato,25B Main Street VIC,,,inner-melbourne,deli,medium,prospect,,,-38.2176956,145.0371966,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:21.840306+00:00,https://www.google.com/maps/search/?api=1&query=Gradi+Mercato+25B+Main+Street+VIC+Melbourne
79ee018b6213cb29,Great Earth,VIC,,,inner-melbourne,health food,medium,prospect,,,-37.8158582,144.9641196,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:11.467087+00:00,https://www.google.com/maps/search/?api=1&query=Great+Earth+VIC+Melbourne
43902cc07a4c6ae8,Green Field Food Store,124 Hothlyn Drive Craigieburn VIC 3064,Craigieburn,3064,inner-melbourne,deli,medium,prospect,,,-37.6105807,144.9335851,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:26.663572+00:00,https://www.google.com/maps/search/?api=1&query=Green+Field+Food+Store+124+Hothlyn+Drive+Craigieburn+VIC+3064+Melbourne
8f6735b8c0497217,Greenvale Fresh,VIC,,,inner-melbourne,greengrocer,medium,prospect,,,-37.6392292,144.8821906,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:18.309825+00:00,https://www.google.com/maps/search/?api=1&query=Greenvale+Fresh+VIC+Melbourne
