id,name,address,suburb,postcode,section_id,category,priority,status,phone,website,lat,lng,notes,visit_notes,source,rating,place_id,updated_at,google_maps_url
495271566db5f93b,Bentleigh Produce Store,284 Centre Road VIC,,,south-east,greengrocer,medium,prospect,,https://extrafreshbentleigh.com,-37.9177676,145.0320756,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:20.444963+00:00,https://www.google.com/maps/search/?api=1&query=Bentleigh+Produce+Store+284+Centre+Road+VIC+Melbourne
dab41c2e8aadee72,Bright 'N' Fresh,VIC,,,south-east,greengrocer,medium,prospect,,,-37.9147016,144.9950114,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:18.565643+00:00,https://www.google.com/maps/search/?api=1&query=Bright+%27N%27+Fresh+VIC+Melbourne
1adb2bd78df7dc50,COS - Cheltenham Organic Store,360 Reserve Road Cheltenham VIC 3192,Cheltenham,3192,south-east,greengrocer,medium,prospect,,https://cosorganics.com.au/,-37.9587577,145.0387482,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:02.209444+00:00,https://www.google.com/maps/search/?api=1&query=COS+-+Cheltenham+Organic+Store+360+Reserve+Road+Cheltenham+VIC+3192+Melbourne
df876c4c665c7039,Carnegie Fresh,VIC,,,south-east,greengrocer,medium,prospect,,,-37.8882648,145.0566713,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:56.840879+00:00,https://www.google.com/maps/search/?api=1&query=Carnegie+Fresh+VIC+Melbourne
58a382fb81a23d4a,Clayton Road Deli,397 Clayton Road VIC,,,south-east,deli,medium,prospect,,,-37.9277077,145.1188532,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:23.844817+00:00,https://www.google.com/maps/search/?api=1&query=Clayton+Road+Deli+397+Clayton+Road+VIC+Melbourne
364d23f1fb550612,Cosmos Deli,55 Portman Street VIC,,,south-east,deli,medium,prospect,,,-37.9001483,145.0916227,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:23.921622+00:00,https://www.google.com/maps/search/?api=1&query=Cosmos+Deli+55+Portman+Street+VIC+Melbourne
fb488d67edd72991,Costco,8 Chifley Drive VIC,,,south-east,wholesale,medium,prospect,+61 3 9552 7700,https://www.costco.com.au,-37.9765203,145.1082933,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:23.679084+00:00,https://www.google.com/maps/search/?api=1&query=Costco+8+Chifley+Drive+VIC+Melbourne
ffe7685902a3a93d,Davine Quality Fruit,507 Main Street Mordialloc VIC 3195,Mordialloc,3195,south-east,greengrocer,medium,prospect,+61 3 9588 2133,,-38.0069867,145.0871431,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:53.246410+00:00,https://www.google.com/maps/search/?api=1&query=Davine+Quality+Fruit+507+Main+Street+Mordialloc+VIC+3195+Melbourne
93322c474f6e89db,Dirito's Quality Fruits,399 Glen Huntly Road VIC,,,south-east,greengrocer,medium,prospect,,,-37.8847181,145.0050605,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:19.846077+00:00,https://www.google.com/maps/search/?api=1&query=Dirito%27s+Quality+Fruits+399+Glen+Huntly+Road+VIC+Melbourne
9b93043828dbac11,Fine Gourmet Deli,465 Centre Road Bentleigh VIC 3204,Bentleigh,3204,south-east,deli,medium,prospect,,,-37.9185543,145.0412576,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:26.178703+00:00,https://www.google.com/maps/search/?api=1&query=Fine+Gourmet+Deli+465+Centre+Road+Bentleigh+VIC+3204+Melbourne
edd3a95df026a1ec,Fruit Barn,VIC,,,south-east,greengrocer,medium,prospect,,,-37.8987682,145.0914104,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:01.743092+00:00,https://www.google.com/maps/search/?api=1&query=Fruit+Barn+VIC+Melbourne
71dcb0718f70cb0e,Fruit Mart,VIC,,,south-east,greengrocer,medium,prospect,,,-37.926602,145.1192045,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:56.733340+00:00,https://www.google.com/maps/search/?api=1&query=Fruit+Mart+VIC+Melbourne
55267a97d727ed33,Fruit Specialists,VIC,,,south-east,greengrocer,medium,prospect,,,-37.905533,145.0038265,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:05.048670+00:00,https://www.google.com/maps/search/?api=1&query=Fruit+Specialists+VIC+Melbourne
26e9af8f074d7fb9,Go Vita,VIC,,,south-east,health food,medium,prospect,+61 3 9583 5306,,-37.9588236,145.0549022,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:08.931005+00:00,https://www.google.com/maps/search/?api=1&query=Go+Vita+VIC+Melbourne
fecca5e91569dee6,Gum Tree Good Food,422 New Street VIC,,,south-east,health food,medium,prospect,,,-37.8958615,144.9949513,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:12.410095+00:00,https://www.google.com/maps/search/?api=1&query=Gum+Tree+Good+Food+422+New+Street+VIC+Melbourne
