id,name,address,suburb,postcode,section_id,category,priority,status,phone,website,lat,lng,notes,visit_notes,source,rating,place_id,updated_at,google_maps_url
270397b9627231a5,Amira Food Wholesaler,72 New Street VIC,,,west,wholesale,medium,prospect,,,-37.8303066,144.8664241,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:19.204632+00:00,https://www.google.com/maps/search/?api=1&query=Amira+Food+Wholesaler+72+New+Street+VIC+Melbourne
30bfe42c68f6cd4f,Ausin Health,VIC,,,west,health food,medium,prospect,,,-37.7995901,144.899082,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:01.307802+00:00,https://www.google.com/maps/search/?api=1&query=Ausin+Health+VIC+Melbourne
32550a0e6da43aae,BALTYK DELI & Co.,4 Neville Avenue Laverton VIC 3028,Laverton,3028,west,deli,medium,prospect,+61 3 9369 4739;+61 431 428 150,http://www.baltykdeli.com.au/,-37.8680368,144.7606419,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:23.639801+00:00,https://www.google.com/maps/search/?api=1&query=BALTYK+DELI+%26+Co.+4+Neville+Avenue+Laverton+VIC+3028+Melbourne
672a80de8da559a3,Ba Lẹ,VIC,,,west,deli,medium,prospect,,,-37.7988557,144.9010202,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:01.247055+00:00,https://www.google.com/maps/search/?api=1&query=Ba+L%E1%BA%B9+VIC+Melbourne
5e7fb6410e82d3d4,Backhaus,VIC,,,west,deli,medium,prospect,,,-37.7559108,144.9155579,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:21.557296+00:00,https://www.google.com/maps/search/?api=1&query=Backhaus+VIC+Melbourne
3b28bc128da29910,Backyard,VIC,,,west,greengrocer,medium,prospect,,,-37.7995764,144.9096471,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:15.360270+00:00,https://www.google.com/maps/search/?api=1&query=Backyard+VIC+Melbourne
c715965d68eb3aab,Costco,VIC,,,west,wholesale,medium,prospect,,,-37.7696917,144.7990442,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:26.711055+00:00,https://www.google.com/maps/search/?api=1&query=Costco+VIC+Melbourne
14368a7096df4ee5,Deli 4 You,VIC,,,west,deli,medium,prospect,,,-37.7864235,144.9002557,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:08.111007+00:00,https://www.google.com/maps/search/?api=1&query=Deli+4+You+VIC+Melbourne
b76246829588b14f,Dominic's Fresh Fruit,VIC,,,west,greengrocer,medium,prospect,,,-37.8168159,144.8913246,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:55.332622+00:00,https://www.google.com/maps/search/?api=1&query=Dominic%27s+Fresh+Fruit+VIC+Melbourne
2b095ce9095dcc51,Footscray Market,"Leeds Street, Footscray VIC 3011",Footscray,3011,west,fresh food market,medium,prospect,,,-37.8005,144.8995,High spice / specialty stall density,,seed,,,2026-09-17T13:41:18.831472+00:00,https://www.google.com/maps/search/?api=1&query=Footscray+Market+Leeds+Street%2C+Footscray+VIC+3011+Melbourne
91e38f22dfb6f222,Footscray Market Fresh Fruits & Veggies,VIC,,,west,greengrocer,medium,prospect,,,-37.8010611,144.9017886,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:00.129919+00:00,https://www.google.com/maps/search/?api=1&query=Footscray+Market+Fresh+Fruits+%26+Veggies+VIC+Melbourne
